id,champ,time_casa,time_visitante,resultados_casa,resultados_visitante,Posse_casa,Posse_visitante,defesas_casa,defesas_visitantes,falta_casa,falta_visitante,cartao_amarelo_casa,cartao_amarelo_visitante,cartao_vermelho_casa,cartao_vermelho_visitante,chute_fora_casa,chute_fora_visitante,escanteios_casa,escanteios_visitante
3184,2019 Brasileirao,Vasco da Gama,Athletico-PR,1,2,48, 52,1,,17,13,3,3,0,0,4,4,5,1
3185,Brasileirao 2018,Flamengo,Athletico-PR,0,2,54, 46,1,,17,17,1,1,1,1,1,0,6,1
3186,2021 Brasileiro Serie A,Palmeiras,Sao Paulo,0,0,56, 44,4,,12,19,2,2,0,0,1,3,7,3
3187,Brasileirao 2017,Palmeiras,Chapecoense,0,2,71, 29,3,,11,24,4,4,0,0,0,0,14,3
3188,"2018 Copa Do Brasil, Round of 16",Vitoria,Corinthians,5,nan,42, 58,1,,11,8,2,2,0,0,0,2,7,3
3189,"2017 Copa Libertadores, Group Stage",Atletico-MG,Sport Boys Warnes,nan,nan,68, 32,1,,12,24,3,3,0,0,6,3,7,8
3190,,nan,,nan,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3191,,nan,,1,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3192,2022 Brasileiro Serie B,Cruzeiro,Brusque,2,0,60, 40,3,,16,11,1,1,0,0,5,1,8,4
3193,Regular Season,Fortaleza,Vila Nova-GO,1,3,72, 27,0,,3,2,3,3,0,1,0,0,10,8
3194,Regular Season,Coritiba,Avai,1,3,59, 40,0,,0,0,3,3,0,0,1,0,8,1
3195,Brasileirao 2018,Athletico-PR,Palmeiras,2,3,62, 38,3,,10,15,2,2,0,0,3,1,3,6
3196,"2017 Brazilian Campeonato Miniero, Brasil Mineiro",Democrata GV,Atletico-MG,3,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3197,"2017 Copa Sudamericana, Quarterfinals",Flamengo,Fluminense,0,1,56, 44,1,,16,22,6,6,0,0,3,0,5,4
3198,Brasileirao 2017,Cruzeiro,Vasco da Gama,0,1,67, 33,3,,16,20,2,2,0,0,2,1,11,3
3199,2022 Brasileiro Serie A,Botafogo,Atletico-MG,1,0,37, 63,1,,21,18,3,3,0,0,1,3,6,2
3200,Regular Season,Vila Nova-GO,America-MG,1,0,56, 44,3,,19,15,1,1,0,0,3,4,6,2
